Environment_Type,Vertical/Industry,Company_Size,Hypervisor_Type,Storage_Type,Current_IT_Environment,Existing_Compute_Vendor,Existing_Switch_Vendor,Existing_Storage_Vendor,Current_Access_Protocol,Data_Protection_Strategy_Type,Current_Backup_Type,Current_Backup_Software,Existing_Cloud_Provider,AI_Readiness,Dell_Recommended_Server_Model,Dell_Recommended_Networking_Solution,Dell_Recommended_Storage_Product,Dell_Recommended_HCI_Solution,Dell_Recommended_Data_Protection_Solution,Cloud_UseCase_to_APEX_Mapping
Greenfield,Education,Mid,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Hospitality,Mid,,File,Hybrid NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Government,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Government,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Hospitality,Mid,,File,Extreme performance NAS Environment,Dell,Dell,,NFS,Backup,Incremental,Avamar,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Legal,Enterprise,,File,Hybrid NAS Environment,QNAP,Dell,,NFS,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Biotech,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Retail,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Education,Enterprise,,File,Hybrid NAS Environment,,Dell,EMC,NFS,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Insurance,Enterprise,,File,Hybrid NAS Environment,Lenovo,Dell,,NFS,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Legal,Mid,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Healthcare,Enterprise,,File,Hybrid NAS Environment,Dell,Dell,,NFS,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Education,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Professional Services,Mid,,File,Hybrid NAS Environment,Dell,Dell,,NFS,Backup,Full,Druva,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Biotechnology,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Hospitality,Enterprise,,File,Hybrid NAS Environment,,Dell,NetApp,NFS,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Education,Mid,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Nonprofit,Enterprise,,File,Hybrid NAS Environment,,Dell,,NFS,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Legal,Enterprise,,File,Hybrid NAS Environment,Dell,Cisco,,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Logistics,Mid,,File,Hybrid NAS Environment,Dell,Dell,EMC,NFS,Backup,Full,Avamar,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,IT Hosting,Mid,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Retail,Mid,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Pharma,Mid,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS/Azure,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Education,Enterprise,,File,Hybrid NAS Environment,Dell,Dell,,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Finance,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Snapshot,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Media,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Public Sector,Enterprise,,File,Extreme performance NAS Environment,Dell,Cisco,EMC,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Legal,Mid,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Greenfield,Finance,Mid,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Healthcare,Enterprise,,File,Extreme performance NAS Environment,Dell,Dell,,NFS,Backup,Full,Data Domain,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Retail,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Media/Art,Mid,,File,Extreme performance NAS Environment,Dell,Dell,,NFS,Snapshot,Incremental,PowerProtect,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Government,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Greenfield,Healthcare,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Snapshot,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Utilities,Enterprise,,File,Active Archive NAS Environment,Dell,Arista,EMC,NFS,Archive,Incremental,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,Advertising,Enterprise,,File,Extreme performance NAS Environment,Dell,Dell,EMC,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Pharma,Mid,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Greenfield,Healthcare,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Government,Mid,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Retail,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Food & Beverage,Enterprise,,File,Hybrid NAS Environment,Dell,Cisco,EMC,NFS,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Insurance,Enterprise,,File,Active Archive NAS Environment,Dell,Brocade,EMC,NFS,Archive,Full,Avamar,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,Energy,Enterprise,,File,Extreme performance NAS Environment,Dell,Cisco,IBM,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Consumer IoT,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,Education,Enterprise,,File,Hybrid NAS Environment,Dell,Dell,,NFS,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Pharma,Mid,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Marketing,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Logistics,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,Biotech,Enterprise,,File,Extreme performance NAS Environment,Dell,Arista,,NFS,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Education,Mid,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Healthcare,Enterprise,,File,Active Archive NAS Environment,Dell,Brocade,IBM,NFS,Archive,Full,Data Domain,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,Engineering,Enterprise,,File,Extreme performance NAS Environment,Dell,Dell,,NFS,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,IT Hosting,Mid,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Healthcare,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,IT Services,Enterprise,,File,Hybrid NAS Environment,Dell,Dell,,NFS,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Legal,Enterprise,,File,Active Archive NAS Environment,,Dell,,NFS,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Healthcare,Enterprise,,File,Extreme performance NAS Environment,Dell,Dell,IBM,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Hospitality,Enterprise,,File,Hybrid NAS Environment,Dell,Dell,,NFS,Backup,Full,Avamar,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Professional Services,Enterprise,,File,Extreme performance NAS Environment,Dell,Dell,EMC,NFS,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Retail,Enterprise,,File,Active Archive NAS Environment,Dell,Dell,,NFS,Archive,Full,Data Domain,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,Pharma,Enterprise,,File,Active Archive NAS Environment,Dell,Dell,,NFS,Backup,Incremental,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Education,Enterprise,,File,Active Archive NAS Environment,Dell,Brocade,EMC,NFS,Archive,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,Healthcare,Mid,,File,Extreme performance NAS Environment,Dell,Dell,,NFS,Backup,Incremental,Druva,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Retail,Enterprise,,File,Extreme performance NAS Environment,Dell,Arista,,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Media,Enterprise,,File,Hybrid NAS Environment,,Dell,NetApp,NFS,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,IT Services,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,Hospitality,Enterprise,,File,Extreme performance NAS Environment,Dell,Dell,,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Education,Mid,,File,Hybrid NAS Environment,Dell,Dell,,NFS,Backup,Full,Druva,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Government,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Greenfield,Finance,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Manufacturing,Enterprise,,File,Active Archive NAS Environment,Dell,Arista,,NFS,Archive,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Greenfield,Healthcare,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Legal,Mid,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Logistics,Enterprise,,File,Hybrid NAS Environment,Dell,Dell,EMC,NFS,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Media,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,Government,Enterprise,,File,Hybrid NAS Environment,Dell,Arista,EMC,NFS,Backup,Full,Data Domain,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Manufacturing,Mid,,File,Hybrid NAS Environment,Dell,Dell,,NFS,Backup,Differential,Veeam,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Hospitality,Enterprise,,File,Extreme performance NAS Environment,Dell,Arista,,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Retail,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Brownfield,IT/AI,Enterprise,,File,Extreme performance NAS Environment,Dell,Dell,,NFS,Backup,Full,Avamar,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Telecom,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Greenfield,Professional Services,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Hospitality,Enterprise,,File,Hybrid NAS Environment,Dell,Dell,,NFS,Backup,Full,Avamar,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Retail,Enterprise,,File,Hybrid NAS Environment,,Dell,,NFS,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
